,AP Interest DEV Stat,Field DEV Stat
0,0.0042375944057935575,0.20659547618392954
1,0.0042375944057935575,0.24255864776639297
2,0.0042375944057935575,0.14332159256074298
3,0.01931678149664243,0.1631310412437697
4,0.01931678149664243,0.14332159256074298
5,0.061886650888669285,0.012713825067861003
6,0.061886650888669285,0.0026833812287327015
7,0.061886650888669285,0.0024467327626338004
8,0.0042375944057935575,0.20659547618392954
9,0.0042375944057935575,0.2182627385802418
10,0.0042375944057935575,0.1530660861700019
11,0.0042375944057935575,0.0635020370161434
12,0.0042375944057935575,0.08408305830217988
13,0.0042375944057935575,0.1530660861700019
14,0.0042375944057935575,0.057282619516482426
15,0.01931678149664243,0.07004191598031337
16,0.01931678149664243,0.07690225640899225
17,0.061886650888669285,0.0024467327626338004
18,0.061886650888669285,0.01971467552328609
19,0.0042375944057935575,0.00019117707012891857
20,0.0042375944057935575,0.11601088052001973
21,0.0042375944057935575,0.09158432165987654
22,0.0042375944057935575,0.051383663481330236
23,0.0042375944057935575,0.005592185291198006
24,0.0042375944057935575,0.040547135804552596
25,0.0042375944057935575,0.051383663481330236
26,0.0042375944057935575,0.026695805273202852
27,0.01931678149664243,0.007645603752243459
28,0.01931678149664243,0.01906389224151414
29,0.061886650888669285,0.016320249087680365
30,0.061886650888669285,0.0646852793466379
31,0.061886650888669285,0.016320249087680365
32,0.0042375944057935575,0.03560956416292713
33,0.0042375944057935575,0.022719618025104065
34,0.0042375944057935575,0.0038592282946614633
35,0.0042375944057935575,0.0007014503251546183
36,0.0042375944057935575,0.0013546986951150416
37,0.0042375944057935575,0.0013546986951150416
38,0.0042375944057935575,0.00019117707012891857
39,0.0042375944057935575,0.0007014503251546183
40,0.01931678149664243,0.00013201495360419324
41,0.061886650888669285,0.036496995910797976
42,0.061886650888669285,0.07820382297253614
43,0.061886650888669285,0.027464912788024244
44,0.0042375944057935575,0.01906389224151414
45,0.0042375944057935575,0.022719618025104065
46,0.0042375944057935575,0.0024467327626338004
47,0.0042375944057935575,0.0015321850446892089
48,0.0042375944057935575,0.0024467327626338004
49,0.0042375944057935575,0.005592185291198006
50,0.0042375944057935575,1.3652796121090667e-06
51,0.01931678149664243,0.007645603752243459
52,0.01931678149664243,0.0005831260921051734
53,0.061886650888669285,0.01971467552328609
54,0.061886650888669285,0.0646852793466379
55,0.061886650888669285,0.01324628411658353
56,0.0042375944057935575,0.057282619516482426
57,0.0042375944057935575,0.03560956416292713
58,0.0042375944057935575,0.01906389224151414
59,0.0042375944057935575,0.0007014503251546183
60,0.0042375944057935575,0.005592185291198006
61,0.0042375944057935575,0.030992453985810527
62,0.0042375944057935575,0.022719618025104065
63,0.01931678149664243,0.026695805273202852
64,0.01931678149664243,0.01906389224151414
65,0.061886650888669285,0.0026833812287327015
66,0.061886650888669285,0.036496995910797976
67,0.061886650888669285,0.00019117707012891857
68,0.0042375944057935575,0.1530660861700019
69,0.0042375944057935575,0.1530660861700019
70,0.0042375944057935575,0.1075482327687964
71,0.0042375944057935575,0.01906389224151414
72,0.0042375944057935575,0.051383663481330236
73,0.0042375944057935575,0.14332159256074298
74,0.0042375944057935575,0.12479398973575198
75,0.01931678149664243,0.1338975604159931
76,0.01931678149664243,0.14332159256074298
77,0.061886650888669285,0.0038592282946614633
78,0.061886650888669285,0.036496995910797976
79,0.061886650888669285,0.00019117707012891857
80,0.0042375944057935575,0.14332159256074298
81,0.0042375944057935575,0.1530660861700019
82,0.0042375944057935575,0.12479398973575198
83,0.0042375944057935575,0.01906389224151414
84,0.0042375944057935575,0.01572862792243314
85,0.0042375944057935575,0.022719618025104065
86,0.0042375944057935575,0.01572862792243314
87,0.01931678149664243,0.01906389224151414
88,0.01931678149664243,0.01906389224151414
89,0.061886650888669285,0.023429563423400735
90,0.061886650888669285,0.0930042124564699
91,0.0042375944057935575,0.023429563423400735
92,0.0042375944057935575,0.04580516891068695
93,0.0042375944057935575,0.022719618025104065
94,0.0042375944057935575,0.005592185291198006
95,0.0042375944057935575,0.0026833812287327015
96,0.0042375944057935575,0.0013546986951150416
97,0.0042375944057935575,0.007645603752243459
98,0.0042375944057935575,0.0005831260921051734
99,0.01931678149664243,0.0005831260921051734
100,0.11769459416016931,0.00013201495360419324
101,0.061886650888669285,0.0646852793466379
102,0.061886650888669285,0.1264505289984442
103,0.0042375944057935575,0.041493729668948154
104,0.0042375944057935575,0.01906389224151414
105,0.0042375944057935575,0.007645603752243459
106,0.0042375944057935575,0.0007014503251546183
107,0.0042375944057935575,0.01324628411658353
108,0.01931678149664243,0.0007014503251546183
109,0.0042375944057935575,0.0005831260921051734
110,0.0042375944057935575,0.0026833812287327015
111,0.11769459416016931,0.0013546986951150416
112,0.11769459416016931,0.00019117707012891857
113,0.061886650888669285,0.08544378698224857
114,0.061886650888669285,0.15490011178226834
115,0.0042375944057935575,0.05840669973045215
116,0.0042375944057935575,0.026695805273202852
117,0.0042375944057935575,0.022719618025104065
118,0.0042375944057935575,1.3652796121090667e-06
119,0.0042375944057935575,0.01324628411658353
120,0.01931678149664243,0.00019117707012891857
121,0.01931678149664243,0.0024467327626338004
122,0.01931678149664243,0.0007014503251546183
123,0.11769459416016931,0.0024467327626338004
124,0.2993710323963743,0.00013201495360419324
125,0.0042375944057935575,0.0646852793466379
126,0.061886650888669285,0.14509645605648472
127,0.0042375944057935575,0.041493729668948154
128,0.01931678149664243,0.057282619516482426
129,0.01931678149664243,0.026695805273202852
130,0.0042375944057935575,0.0013546986951150416
131,0.01931678149664243,0.004155038877285076
132,0.01931678149664243,0.0013546986951150416
133,0.01931678149664243,0.010019483677797786
134,0.01931678149664243,0.0013546986951150416
135,0.11769459416016931,0.007645603752243459
136,0.11769459416016931,0.00013201495360419324
137,0.0042375944057935575,0.07128432042733254
138,0.0042375944057935575,0.16502422897256078
139,0.0042375944057935575,0.052448581578775244
140,0.01931678149664243,0.051383663481330236
141,0.01931678149664243,0.026695805273202852
142,0.01931678149664243,0.0024467327626338004
143,0.01931678149664243,0.0026833812287327015
144,0.01931678149664243,0.0026833812287327015
145,0.01931678149664243,0.0013546986951150416
146,0.01931678149664243,0.004155038877285076
147,0.2993710323963743,0.00019117707012891857
148,0.11769459416016931,0.005947157990346358
149,0.061886650888669285,0.1264505289984442
150,0.061886650888669285,0.23249862286900244
151,0.0042375944057935575,0.07820382297253614
152,0.01931678149664243,0.005592185291198006
153,0.0042375944057935575,1.3652796121090667e-06
154,0.0042375944057935575,0.010492780609995565
155,0.01931678149664243,0.036496995910797976
156,0.01931678149664243,0.008059738567916516
157,0.01931678149664243,0.0015321850446892089
158,0.01931678149664243,0.008059738567916516
159,0.2993710323963743,0.008059738567916516
160,0.2993710323963743,0.01324628411658353
161,0.061886650888669285,0.15490011178226834
162,0.0042375944057935575,0.23249862286900244
163,0.0042375944057935575,0.10088509939520016
164,0.01931678149664243,0.00019117707012891857
165,0.01931678149664243,1.3652796121090667e-06
166,0.01931678149664243,0.016320249087680365
167,0.01931678149664243,0.04681092489160728
168,0.01931678149664243,0.023429563423400735
169,0.01931678149664243,0.01324628411658353
170,0.01931678149664243,0.03182072361715668
171,0.11769459416016931,0.01971467552328609
172,0.564346096205257,0.016320249087680365
173,0.0042375944057935575,0.17546880762736217
174,0.061886650888669285,0.25755377921722084
175,0.0042375944057935575,0.0930042124564699
176,0.01931678149664243,0.0015321850446892089
177,0.01931678149664243,0.0026833812287327015
178,0.0042375944057935575,0.036496995910797976
179,0.01931678149664243,0.0646852793466379
180,0.01931678149664243,0.041493729668948154
181,0.01931678149664243,0.027464912788024244
182,0.01931678149664243,0.052448581578775244
183,0.11769459416016931,0.03182072361715668
184,0.2993710323963743,0.03182072361715668
185,0.061886650888669285,0.1973193493304916
186,0.0042375944057935575,0.25755377921722084
187,0.0042375944057935575,0.11760825766618728
188,0.01931678149664243,0.004155038877285076
189,0.01931678149664243,0.01324628411658353
190,0.0042375944057935575,0.052448581578775244
191,0.0042375944057935575,0.0930042124564699
192,0.0042375944057935575,0.05840669973045215
193,0.01931678149664243,0.041493729668948154
194,0.0042375944057935575,0.15490011178226834
