,AP Interest DEV Stat,Field DEV Stat
0,0.0036913149829420236,0.18697862984878377
1,0.011823372526088427,0.2764063221564763
2,0.011823372526088427,0.14369931360946758
3,0.0036913149829420236,0.16462786061801457
4,0.053014011820720665,0.14369931360946758
5,0.07741018445015985,0.027470937541091433
6,0.07741018445015985,0.00043777514792898753
7,0.07741018445015985,0.0193423905325444
8,0.0036913149829420236,0.3509499119000658
9,0.0036913149829420236,0.18697862984878377
10,0.0036913149829420236,0.12419298882314284
11,0.011823372526088427,0.023228886259040155
12,0.0036913149829420236,0.08944700591715983
13,0.011823372526088427,0.11497315976331371
14,0.0036913149829420236,0.06712085207100596
15,0.053014011820720665,0.08944700591715983
16,0.0036913149829420236,0.03702170677186065
17,0.07741018445015985,0.0010504247205785776
18,0.07741018445015985,0.01627914266929648
19,0.07741018445015985,0.00036392899408284335
20,0.011823372526088427,0.18697862984878377
21,0.0036913149829420236,0.10610888625904014
22,0.011823372526088427,0.04233042472057864
23,0.011823372526088427,0.00036392899408284335
24,0.0036913149829420236,0.027470937541091433
25,0.011823372526088427,0.032068544378698265
26,0.0036913149829420236,0.027470937541091433
27,0.053014011820720665,0.012636065746219621
28,0.0036913149829420236,0.009816236686390563
29,0.07741018445015985,0.013054527284681105
30,0.07741018445015985,0.06808085207100587
31,0.07741018445015985,0.003711621301775133
32,0.011823372526088427,0.04233042472057864
33,0.0036913149829420236,0.015811450361604234
34,0.011823372526088427,0.007351963182117059
35,0.011823372526088427,0.007671963182117018
36,0.0036913149829420236,0.002092476002629862
37,0.0036913149829420236,0.0010504247205785776
38,0.0036913149829420236,5.760420775805192e-05
39,0.0036913149829420236,5.760420775805192e-05
40,0.053014011820720665,3.298882314267052e-05
41,0.07741018445015985,0.03773555292570671
42,0.185562130177515,0.06808085207100587
43,0.07741018445015985,0.007671963182117018
44,0.011823372526088427,0.032068544378698265
45,0.0036913149829420236,0.015811450361604234
46,0.0036913149829420236,0.0010504247205785776
47,0.011823372526088427,0.010185467455621284
48,0.011823372526088427,3.298882314267052e-05
49,0.011823372526088427,3.298882314267052e-05
50,0.011823372526088427,0.00043777514792898753
51,0.0036913149829420236,0.0034900828402367003
52,0.0036913149829420236,0.002264783694937532
53,0.07741018445015985,0.04309350164365546
54,0.07741018445015985,0.07521657856673238
55,0.07741018445015985,0.01627914266929648
56,0.011823372526088427,0.032068544378698265
57,0.0036913149829420236,0.005243245233399093
58,0.011823372526088427,0.00036392899408284335
59,0.011823372526088427,0.010185467455621284
60,0.011823372526088427,0.00036392899408284335
61,0.011823372526088427,0.005243245233399093
62,0.0036913149829420236,0.0034900828402367003
63,0.0036913149829420236,0.0034900828402367003
64,0.053014011820720665,0.00036392899408284335
65,0.07741018445015985,0.01627914266929648
66,0.07741018445015985,0.048807005917159724
67,0.07741018445015985,0.003711621301775133
68,0.0036913149829420236,0.0603899119000658
69,0.0036913149829420236,0.015811450361604234
70,0.0036913149829420236,0.005243245233399093
71,0.011823372526088427,0.005514014464168288
72,0.0036913149829420236,0.00036392899408284335
73,0.011823372526088427,0.007351963182117059
74,0.0036913149829420236,0.005243245233399093
75,0.053014011820720665,0.009816236686390563
76,0.053014011820720665,0.0010504247205785776
77,0.07741018445015985,0.02379504010519393
78,0.07741018445015985,0.0827078606180144
79,0.07741018445015985,0.010185467455621284
80,0.011823372526088427,0.012636065746219621
81,0.0036913149829420236,0.002092476002629862
82,0.0036913149829420236,3.298882314267052e-05
83,0.011823372526088427,0.02379504010519393
84,0.0036913149829420236,0.003711621301775133
85,0.0036913149829420236,0.002264783694937532
86,0.0036913149829420236,0.007671963182117018
87,0.053014011820720665,0.003711621301775133
88,0.053014011820720665,0.010185467455621284
89,0.07741018445015985,0.06808085207100587
90,0.07741018445015985,0.13512221959237336
91,0.07741018445015985,0.03273315976331356
92,0.0036913149829420236,0.005243245233399093
93,0.0036913149829420236,0.0010504247205785776
94,0.0036913149829420236,0.002264783694937532
95,0.0036913149829420236,0.03273315976331356
96,0.0036913149829420236,0.002264783694937532
97,0.0036913149829420236,0.003711621301775133
98,0.0036913149829420236,0.007671963182117018
99,0.053014011820720665,0.002264783694937532
100,0.15979146303942432,0.005514014464168288
101,0.07741018445015985,0.09055469822485203
102,0.07741018445015985,0.13512221959237336
103,0.011823372526088427,0.03273315976331356
104,0.0036913149829420236,0.007351963182117059
105,0.0036913149829420236,3.298882314267052e-05
106,0.0036913149829420236,0.007671963182117018
107,0.0036913149829420236,0.04309350164365546
108,0.0036913149829420236,0.005514014464168288
109,0.0036913149829420236,0.001173501643655485
110,0.0036913149829420236,0.007671963182117018
111,0.053014011820720665,0.00036392899408284335
112,0.15979146303942432,0.002264783694937532
113,0.07741018445015985,0.09055469822485203
114,0.07741018445015985,0.14510239053254428
115,0.011823372526088427,0.028086322156475968
116,0.0036913149829420236,0.0193423905325444
117,0.0036913149829420236,0.009816236686390563
118,0.0036913149829420236,5.760420775805192e-05
119,0.0036913149829420236,0.01985931360946741
120,0.0036913149829420236,0.00043777514792898753
121,0.0036913149829420236,0.00036392899408284335
122,0.053014011820720665,5.760420775805192e-05
123,0.053014011820720665,0.007351963182117059
124,0.15979146303942432,0.0010504247205785776
125,0.07741018445015985,0.06808085207100587
126,0.07741018445015985,0.12549760420775796
127,0.011823372526088427,0.013054527284681105
128,0.0036913149829420236,0.07420734779750172
129,0.053014011820720665,0.03702170677186065
130,0.0036913149829420236,0.002092476002629862
131,0.0036913149829420236,0.003711621301775133
132,0.0036913149829420236,0.002092476002629862
133,0.0036913149829420236,0.007351963182117059
134,0.053014011820720665,0.0034900828402367003
135,0.053014011820720665,0.015811450361604234
136,0.15979146303942432,0.0010504247205785776
137,0.07741018445015985,0.06808085207100587
138,0.07741018445015985,0.12549760420775796
139,0.011823372526088427,0.013054527284681105
140,0.053014011820720665,0.07420734779750172
141,0.053014011820720665,0.032068544378698265
142,0.053014011820720665,0.009816236686390563
143,0.0036913149829420236,0.00043777514792898753
144,0.053014011820720665,0.0010504247205785776
145,0.053014011820720665,0.007351963182117059
146,0.053014011820720665,0.00036392899408284335
147,0.15979146303942432,0.012636065746219621
148,0.15979146303942432,0.0010504247205785776
149,0.07741018445015985,0.09055469822485203
150,0.07741018445015985,0.16612939907955285
151,0.011823372526088427,0.01985931360946741
152,0.0036913149829420236,0.04799469822485213
153,0.053014011820720665,0.007351963182117059
154,0.0036913149829420236,3.298882314267052e-05
155,0.0036913149829420236,0.007671963182117018
156,0.053014011820720665,0.0034900828402367003
157,0.053014011820720665,0.012636065746219621
158,0.053014011820720665,0.012636065746219621
159,0.15979146303942432,0.009816236686390563
160,0.15979146303942432,0.002092476002629862
161,0.07741018445015985,0.09055469822485203
162,0.07741018445015985,0.15543811702827082
163,0.011823372526088427,0.028086322156475968
164,0.0036913149829420236,0.027470937541091433
165,0.0036913149829420236,0.0193423905325444
166,0.0036913149829420236,0.0034900828402367003
167,0.0036913149829420236,0.007671963182117018
168,0.0036913149829420236,0.0010504247205785776
169,0.053014011820720665,0.005243245233399093
170,0.053014011820720665,3.298882314267052e-05
171,0.053014011820720665,0.007351963182117059
172,0.32402366863905296,0.0010504247205785776
173,0.07741018445015985,0.10731504010519387
174,0.07741018445015985,0.16612939907955285
175,0.011823372526088427,0.01985931360946741
176,0.0036913149829420236,0.0193423905325444
177,0.0036913149829420236,0.012636065746219621
178,0.0036913149829420236,0.00043777514792898753
179,0.0036913149829420236,0.013054527284681105
180,0.0036913149829420236,0.002264783694937532
181,0.0036913149829420236,0.00036392899408284335
182,0.0036913149829420236,0.001173501643655485
183,0.053014011820720665,0.00036392899408284335
184,0.15979146303942432,5.760420775805192e-05
185,0.07741018445015985,0.11622854437869816
186,0.07741018445015985,0.16612939907955285
187,0.07741018445015985,0.03773555292570671
188,0.0036913149829420236,0.015811450361604234
189,0.0036913149829420236,0.002092476002629862
190,0.011823372526088427,0.007671963182117018
191,0.011823372526088427,0.03773555292570671
192,0.011823372526088427,0.003711621301775133
193,0.011823372526088427,5.760420775805192e-05
194,0.07741018445015985,0.06808085207100587
