,AP Interest DEV Stat,Field DEV Stat
0,0.0011805391190006444,0.1399950876074754
1,0.0011805391190006444,0.26730587206111694
2,0.0002446416831032254,0.1399950876074754
3,0.010638071170282738,0.4018284922980228
4,0.008215795529257101,0.26730587206111694
5,0.08086002629848776,0.023525410098836682
6,0.11179592373438518,0.014243782635391
7,0.04922140450361597,6.072293784581304e-06
8,0.002195763477975005,0.2540455393202648
9,8.759040105193556e-05,0.14988217022183065
10,9.866042077581586e-06,0.26730587206111694
11,0.005163712195923704,0.06619096964751314
12,9.866042077581586e-06,0.09561954972544388
13,9.866042077581586e-06,0.1399950876074754
14,0.0011805391190006444,0.08023060966117913
15,0.016420122452334034,0.2540455393202648
16,0.002823968606180167,0.19280375080574894
17,0.08812525065746213,0.0024486513597402762
18,0.09570297501643645,0.03891521509903125
19,0.06726707758053904,0.014243782635391
20,0.01195938527284678,0.10382000727655086
21,0.021567558349769846,0.0535006296844459
22,0.014849609631821137,0.06619096964751314
23,0.025395282708744197,0.0005527118014630525
24,0.01195938527284678,0.019710177712175755
25,0.021567558349769846,0.03216784991010767
26,0.014849609631821137,0.01309168797680288
27,0.0011805391190006444,0.0535006296844459
28,0.002195763477975005,0.059677137159654725
29,0.09570297501643645,0.0029606934302238855
30,0.10359319937541081,0.07573034801806028
31,0.06726707758053904,0.04420775805391187
32,0.029535507067718555,0.0013320190742768204
33,0.021567558349769846,0.0039026086578534207
34,0.029535507067718555,0.00011072954129897278
35,0.03398823142669291,0.011312514769058202
36,0.021567558349769846,0.00023874005891987802
37,0.03398823142669291,0.0029606934302238855
38,0.029535507067718555,0.001716050627139536
39,0.018052333990795488,6.072293784581304e-06
40,9.866042077581586e-06,0.03216784991010767
41,0.10359319937541081,0.01751237551437349
42,0.10359319937541081,0.10702027021707339
43,0.08812525065746213,0.06210933699445185
44,0.03398823142669291,0.0005527118014630525
45,0.029535507067718555,6.072293784581304e-06
46,0.029535507067718555,0.000808732836704863
47,0.03398823142669291,0.014243782635391
48,0.021567558349769846,0.000808732836704863
49,0.029535507067718555,0.00023874005891987802
50,0.03398823142669291,0.0029606934302238855
51,0.00938166091387242,0.0039026086578534207
52,0.0002446416831032254,0.023525410098836682
53,0.09570297501643645,0.00871857191537509
54,0.11179592373438518,0.09869180214834558
55,0.08086002629848776,0.04983762602144217
56,0.029535507067718555,0.0005527118014630525
57,0.03398823142669291,0.0039026086578534207
58,0.03875345578566726,0.0039026086578534207
59,0.04383118014464162,0.00871857191537509
60,0.021567558349769846,0.00011072954129897278
61,0.025395282708744197,0.00011072954129897278
62,0.029535507067718555,0.000808732836704863
63,0.00938166091387242,0.0024486513597402762
64,0.0002446416831032254,0.023525410098836682
65,0.09570297501643645,0.001716050627139536
66,0.10359319937541081,0.11568606329845088
67,0.0739073019395134,0.055804819001622166
68,0.021567558349769846,0.0005527118014630525
69,0.018052333990795488,0.0005527118014630525
70,0.014849609631821137,0.0005527118014630525
71,0.03398823142669291,0.006461954074341667
72,0.018052333990795488,0.00023874005891987802
73,0.025395282708744197,6.072293784581304e-06
