,AP Chemistry interest (scaled),Chemistry interest (scaled)
0,0.18367346938775508,0.8589743589743589
1,0.18367346938775508,0.9487179487179488
2,0.18367346938775508,0.8333333333333334
3,0.38775510204081626,0.8846153846153845
4,0.38775510204081626,0.8461538461538461
5,0.18367346938775508,0.6025641025641025
6,0.0,0.423076923076923
7,0.0,0.5512820512820512
8,0.18367346938775508,0.9743589743589743
9,0.18367346938775508,0.9999999999999999
10,0.18367346938775508,0.8461538461538461
11,0.18367346938775508,0.6794871794871794
12,0.18367346938775508,0.7564102564102563
13,0.18367346938775508,0.8076923076923076
14,0.18367346938775508,0.717948717948718
15,0.38775510204081626,0.7564102564102563
16,0.38775510204081626,0.7051282051282051
17,0.0,0.5128205128205128
18,0.0,0.34615384615384615
19,0.18367346938775508,0.46153846153846156
20,0.18367346938775508,0.8589743589743589
21,0.18367346938775508,0.8461538461538461
22,0.18367346938775508,0.717948717948718
23,0.18367346938775508,0.5384615384615384
24,0.18367346938775508,0.641025641025641
25,0.18367346938775508,0.7051282051282051
26,0.18367346938775508,0.6282051282051282
27,0.38775510204081626,0.6153846153846153
28,0.38775510204081626,0.6025641025641025
29,0.0,0.3846153846153846
30,0.0,0.23076923076923073
31,0.18367346938775508,0.3846153846153846
32,0.18367346938775508,0.6923076923076923
33,0.18367346938775508,0.6794871794871794
34,0.18367346938775508,0.5384615384615384
35,0.18367346938775508,0.39743589743589747
36,0.18367346938775508,0.5
37,0.18367346938775508,0.5256410256410257
38,0.18367346938775508,0.47435897435897434
39,0.38775510204081626,0.46153846153846156
40,0.5918367346938774,0.5256410256410257
41,0.0,0.34615384615384615
42,0.0,0.21794871794871795
43,0.18367346938775508,0.33333333333333337
44,0.18367346938775508,0.6666666666666666
45,0.18367346938775508,0.6794871794871794
46,0.18367346938775508,0.5512820512820512
47,0.18367346938775508,0.41025641025641024
48,0.18367346938775508,0.5256410256410257
49,0.18367346938775508,0.5769230769230769
50,0.18367346938775508,0.47435897435897434
51,0.38775510204081626,0.5641025641025641
52,0.38775510204081626,0.5128205128205128
53,0.0,0.3846153846153846
54,0.0,0.2564102564102564
55,0.0,0.3717948717948718
56,0.18367346938775508,0.717948717948718
57,0.18367346938775508,0.6923076923076923
58,0.18367346938775508,0.5897435897435898
59,0.18367346938775508,0.4487179487179487
60,0.18367346938775508,0.5256410256410257
61,0.18367346938775508,0.6794871794871794
62,0.18367346938775508,0.6282051282051282
63,0.38775510204081626,0.6025641025641025
64,0.38775510204081626,0.5897435897435898
65,0.0,0.46153846153846156
66,0.0,0.2948717948717948
67,0.18367346938775508,0.47435897435897434
68,0.18367346938775508,0.8461538461538461
69,0.18367346938775508,0.8076923076923076
70,0.18367346938775508,0.6794871794871794
71,0.18367346938775508,0.5128205128205128
72,0.18367346938775508,0.5897435897435898
73,0.18367346938775508,0.7051282051282051
74,0.18367346938775508,0.6923076923076923
75,0.38775510204081626,0.6923076923076923
76,0.38775510204081626,0.641025641025641
77,0.0,0.4871794871794871
78,0.0,0.2564102564102564
79,0.0,0.4487179487179487
80,0.18367346938775508,0.7564102564102563
81,0.18367346938775508,0.7307692307692307
82,0.18367346938775508,0.641025641025641
83,0.18367346938775508,0.4358974358974359
84,0.18367346938775508,0.4487179487179487
85,0.18367346938775508,0.4871794871794871
86,0.18367346938775508,0.4487179487179487
87,0.5918367346938774,0.4487179487179487
88,0.38775510204081626,0.41025641025641024
89,0.0,0.2564102564102564
90,0.0,0.14102564102564102
91,0.18367346938775508,0.26923076923076916
92,0.18367346938775508,0.6282051282051282
93,0.18367346938775508,0.6025641025641025
94,0.18367346938775508,0.4871794871794871
95,0.18367346938775508,0.34615384615384615
96,0.18367346938775508,0.4487179487179487
97,0.18367346938775508,0.5128205128205128
98,0.38775510204081626,0.46153846153846156
99,0.5918367346938774,0.4487179487179487
100,0.5918367346938774,0.4358974358974359
101,0.0,0.2435897435897436
102,0.0,0.1282051282051282
103,0.18367346938775508,0.26923076923076916
104,0.18367346938775508,0.641025641025641
105,0.18367346938775508,0.5769230769230769
106,0.18367346938775508,0.47435897435897434
107,0.18367346938775508,0.3589743589743589
108,0.18367346938775508,0.46153846153846156
109,0.38775510204081626,0.5256410256410257
110,0.38775510204081626,0.4487179487179487
111,0.7959183673469387,0.5512820512820512
112,0.5918367346938774,0.4871794871794871
113,0.18367346938775508,0.23076923076923073
114,0.18367346938775508,0.11538461538461536
115,0.18367346938775508,0.3076923076923077
116,0.18367346938775508,0.7051282051282051
117,0.18367346938775508,0.6666666666666666
118,0.18367346938775508,0.5256410256410257
119,0.18367346938775508,0.41025641025641024
120,0.38775510204081626,0.4871794871794871
121,0.38775510204081626,0.5641025641025641
122,0.38775510204081626,0.4871794871794871
123,0.5918367346938774,0.5641025641025641
124,0.5918367346938774,0.5256410256410257
125,0.18367346938775508,0.28205128205128205
126,0.18367346938775508,0.14102564102564102
127,0.18367346938775508,0.3205128205128205
128,0.38775510204081626,0.782051282051282
129,0.18367346938775508,0.717948717948718
130,0.18367346938775508,0.5512820512820512
131,0.18367346938775508,0.47435897435897434
132,0.38775510204081626,0.5384615384615384
133,0.38775510204081626,0.6025641025641025
134,0.38775510204081626,0.5641025641025641
135,0.7959183673469387,0.5897435897435898
136,0.5918367346938774,0.5
137,0.18367346938775508,0.28205128205128205
138,0.18367346938775508,0.11538461538461536
139,0.18367346938775508,0.3205128205128205
140,0.38775510204081626,0.782051282051282
141,0.18367346938775508,0.7307692307692307
142,0.18367346938775508,0.6282051282051282
143,0.18367346938775508,0.5
144,0.38775510204081626,0.46153846153846156
145,0.38775510204081626,0.5769230769230769
146,0.38775510204081626,0.46153846153846156
147,0.7959183673469387,0.5384615384615384
148,0.5918367346938774,0.46153846153846156
149,0.0,0.20512820512820512
150,0.0,0.038461538461538436
151,0.18367346938775508,0.26923076923076916
152,0.38775510204081626,0.6666666666666666
153,0.18367346938775508,0.5897435897435898
154,0.18367346938775508,0.47435897435897434
155,0.18367346938775508,0.39743589743589747
156,0.38775510204081626,0.46153846153846156
157,0.38775510204081626,0.5384615384615384
158,0.38775510204081626,0.4871794871794871
159,0.9999999999999998,0.5
160,0.38775510204081626,0.423076923076923
161,0.0,0.16666666666666663
162,0.0,0.051282051282051266
163,0.18367346938775508,0.2435897435897436
164,0.18367346938775508,0.5641025641025641
165,0.18367346938775508,0.5769230769230769
166,0.18367346938775508,0.4871794871794871
167,0.18367346938775508,0.3589743589743589
168,0.38775510204081626,0.41025641025641024
169,0.38775510204081626,0.5
170,0.38775510204081626,0.3846153846153846
171,0.5918367346938774,0.4358974358974359
172,0.7959183673469387,0.423076923076923
173,0.0,0.1282051282051282
174,0.0,0.02564102564102566
175,0.18367346938775508,0.2564102564102564
176,0.18367346938775508,0.5384615384615384
177,0.18367346938775508,0.5256410256410257
178,0.18367346938775508,0.39743589743589747
179,0.18367346938775508,0.3076923076923077
180,0.38775510204081626,0.3717948717948718
181,0.38775510204081626,0.39743589743589747
182,0.38775510204081626,0.3205128205128205
183,0.5918367346938774,0.3717948717948718
184,0.5918367346938774,0.3589743589743589
185,0.0,0.11538461538461536
186,0.0,0.0
187,0.18367346938775508,0.1923076923076923
188,0.18367346938775508,0.5256410256410257
189,0.18367346938775508,0.4871794871794871
190,0.18367346938775508,0.33333333333333337
191,0.18367346938775508,0.2564102564102564
192,0.18367346938775508,0.3205128205128205
193,0.18367346938775508,0.39743589743589747
194,0.18367346938775508,0.11538461538461536
